ABEV3.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,VALE3.SA
13.968292236328125,17.811010360717773,9.46347713470459,7.3833417892456055,16.781999588012695
14.250911712646484,18.56531524658203,9.58909797668457,7.806398391723633,17.525341033935547
14.139577865600586,18.64499282836914,9.58909797668457,7.806398391723633,17.210590362548828
14.216655731201172,18.899965286254883,9.563974380493164,7.932308197021484,17.866870880126953
14.096756935119629,18.963701248168945,9.630972862243652,7.886981010437012,17.391403198242188
14.156707763671875,19.05401611328125,9.714720726013184,7.720780849456787,17.74633026123047
13.993986129760742,18.990264892578125,10.091582298278809,7.796326637268066,19.112464904785156
14.053934097290039,19.027454376220703,10.032958984375,7.886981010437012,19.507566452026367
14.499275207519531,19.51083755493164,10.083208084106445,8.007855415344238,20.137060165405273
14.653432846069336,19.112442016601562,9.873839378356934,7.897053241729736,20.746463775634766
14.602046966552734,19.128381729125977,9.59747314453125,7.932308197021484,21.308988571166992
14.730512619018555,19.643644332885742,9.823590278625488,7.967563152313232,20.47189712524414
14.78189468383789,19.489591598510742,9.949213027954102,7.952452659606934,21.50319480895996
14.81615161895752,19.383352279663086,10.049710273742676,7.942381858825684,21.074604034423828
14.85897445678711,19.441797256469727,10.116708755493164,8.058218955993652,21.496496200561523
14.850410461425781,20.09515380859375,9.999459266662598,8.053182601928711,22.306800842285156
14.876205444335938,20.0473575592041,10.074834823608398,8.078364372253418,22.855934143066406
14.884804725646973,20.318269729614258,10.024585723876953,7.957491397857666,22.501001358032227
14.89340591430664,20.21201515197754,9.999459266662598,7.8668365478515625,22.567975997924805
14.592439651489258,19.781747817993164,10.007834434509277,7.473997592926025,21.596948623657227
14.7902193069458,19.781747817993164,9.965961456298828,7.564651966094971,21.55006980895996
14.89340591430664,19.991662979125977,10.32607650756836,7.564651966094971,22.02553939819336
14.755820274353027,19.933218002319336,10.468448638916016,7.499177932739258,21.87151527404785
14.91920280456543,20.34770965576172,10.434947967529297,7.725818157196045,20.49868392944336
14.67842960357666,20.198904037475586,10.083208084106445,7.5344343185424805,20.03661346435547
14.635437965393066,20.592159271240234,9.957588195800781,7.4034881591796875,20.250905990600586
14.583841323852539,21.12356185913086,10.007834434509277,7.604945659637451,20.485292434692383
14.523650169372559,21.219219207763672,9.974337577819824,7.579760551452637,20.813430786132812
14.73862361907959,21.28830337524414,10.099957466125488,7.846688747406006,21.965267181396484
14.833212852478027,21.187328338623047,10.17533016204834,7.8668365478515625,23.980981826782227
14.944997787475586,21.256412506103516,10.058084487915039,7.967563152313232,23.036745071411133
15.495332717895508,22.149188995361328,10.217203140258789,7.977635860443115,22.64833641052246
15.452335357666016,21.718748092651367,10.200456619262695,7.98770809173584,22.614849090576172
15.392146110534668,21.708120346069336,10.091582298278809,7.861799716949463,22.815753936767578
15.34055233001709,21.80908203125,9.991087913513184,8.017926216125488,24.396181106567383
15.53832721710205,22.12616729736328,9.965961456298828,8.103544235229492,23.8001708984375
15.718908309936523,22.191162109375,9.882214546203613,7.907126426696777,23.2309513092041
15.589920043945312,21.8553466796875,9.965961456298828,7.836618423461914,22.213045120239258
15.34055233001709,21.68201446533203,9.798467636108398,7.64523458480835,21.911697387695312
15.400744438171387,21.646791458129883,9.848714828491211,7.816471099853516,22.213045120239258
14.798816680908203,21.42464256286621,9.815216064453125,7.60998010635376,21.067907333374023
14.953597068786621,21.814777374267578,9.706344604492188,7.7157440185546875,21.308988571166992
14.833212852478027,21.728078842163086,9.312731742858887,7.604945659637451,20.826826095581055
14.463457107543945,21.365032196044922,9.30435562133789,7.64523458480835,20.706283569335938
14.721426963806152,21.121204376220703,9.421603202819824,7.327942371368408,20.170547485351562
14.876205444335938,21.186220169067383,9.421603202819824,7.302760124206543,20.210725784301758
14.876205444335938,21.197071075439453,9.522099494934082,7.2070698738098145,19.855796813964844
14.927803039550781,21.581771850585938,9.731468200683594,7.23728609085083,20.766555786132812
14.704228401184082,21.370452880859375,9.756591796875,6.844449043273926,20.873701095581055
14.876205444335938,21.57634735107422,9.965961456298828,7.151668548583984,22.31349754333496
14.859010696411133,21.300016403198242,10.041335105895996,6.904885768890381,21.784456253051758
14.798816680908203,20.687726974487305,8.977740287780762,6.6278839111328125,20.960758209228516
15.168572425842285,20.915300369262695,9.044737815856934,6.849484443664551,21.18174934387207
14.979394912719727,20.465566635131836,9.011239051818848,6.547301769256592,19.447298049926758
14.884804725646973,20.633541107177734,9.17035961151123,6.879703044891357,19.688379287719727
14.996591567993164,20.51975440979004,9.069863319396973,6.834375858306885,19.58123207092285
15.159974098205566,20.741918563842773,9.17035961151123,6.789048194885254,19.420515060424805
15.297557830810547,20.893625259399414,9.011239051818848,6.935104846954346,19.681684494018555
15.42654037475586,20.82319450378418,8.835370063781738,7.025759696960449,19.96294593811035
15.632917404174805,21.13204002380371,8.776744842529297,7.277577877044678,20.163848876953125
15.710308074951172,20.882789611816406,8.62600040435791,7.277577877044678,20.157150268554688
15.684510231018066,20.5360107421875,8.550627708435059,7.297724723815918,19.949552536010742
15.478135108947754,20.880212783813477,8.517129898071289,7.388378620147705,19.762042999267578
15.572721481323242,20.988632202148438,8.399880409240723,7.479033946990967,20.525470733642578
15.374946594238281,20.603776931762695,8.173763275146484,7.338015079498291,19.721864700317383
15.460936546325684,20.441143035888672,7.956019878387451,7.317869663238525,19.360244750976562
15.52112865447998,20.598346710205078,8.291008949279785,7.4034881591796875,19.520963668823242
15.478135108947754,20.560396194458008,8.433381080627441,7.5243611335754395,19.44060516357422
15.151375770568848,20.522464752197266,8.751622200012207,7.3934149742126465,19.19282341003418
15.194369316101074,20.4953556060791,8.500378608703613,7.378305912017822,18.362428665161133
15.271760940551758,20.12133026123047,8.542253494262695,7.091231346130371,18.362428665161133
15.529729843139648,21.021162033081055,8.659499168395996,7.191961288452148,18.369129180908203
15.615718841552734,20.945266723632812,8.542253494262695,7.101304531097412,17.819995880126953
15.56412410736084,20.760953903198242,8.500378608703613,6.849484443664551,17.86017608642578
15.460936546325684,20.457406997680664,8.408258438110352,6.990505218505859,18.784320831298828
15.503933906555176,20.85311508178711,8.584128379821777,7.0660505294799805,18.99578094482422
15.753303527832031,20.988632202148438,8.76837158203125,7.2221784591674805,19.618595123291016
15.658714294433594,21.02657699584961,8.743246078491211,7.050940990447998,19.189546585083008
15.650116920471191,21.145828247070312,8.76837158203125,6.914958953857422,18.56673240661621
15.701708793640137,21.28133201599121,8.600876808166504,7.035831451416016,19.00962257385254
15.96827507019043,21.71786880493164,9.283919334411621,7.045904159545898,19.41791343688965
15.959675788879395,21.359966278076172,9.241909980773926,7.131523132324219,18.213804244995117
16.36383056640625,20.660449981689453,8.939447402954102,6.849484443664551,17.54255485534668
16.252042770385742,20.985811233520508,8.98985767364502,7.1567063331604,18.02696418762207
16.24344253540039,21.03461265563965,8.981456756591797,7.091231346130371,18.013120651245117
16.2950382232666,21.088830947875977,9.283919334411621,7.1214518547058105,18.33837127685547
16.50140953063965,21.191865921020508,9.619988441467285,7.418597221374512,18.379892349243164
16.793777465820312,21.55518913269043,9.493963241577148,7.463924407958984,18.213804244995117
16.931360244750977,21.76124382019043,9.216706275939941,7.781216144561768,17.930082321166992
16.97435760498047,21.853437423706055,9.065473556518555,7.897053241729736,18.442171096801758
17.04314613342285,21.826324462890625,8.284111976623535,7.907126426696777,18.864301681518555
16.88836669921875,21.381656646728516,7.981650352478027,7.861799716949463,18.573654174804688
16.16604995727539,18.80588722229004,7.2086896896362305,6.622848033905029,18.587493896484375
16.011272430419922,19.293933868408203,7.317913055419922,6.859557628631592,18.857378005981445
15.96827507019043,18.91433334350586,5.024238586425781,6.748757362365723,19.321029663085938
16.24344253540039,19.21258544921875,5.503137111663818,6.79408597946167,19.556316375732422
16.2176456451416,19.369844436645508,5.6291632652282715,7.076123237609863,19.044225692749023
16.269241333007812,19.00652503967285,6.897825717926025,6.919995307922363,19.168787002563477
16.36383056640625,19.521677017211914,6.477738857269287,6.889777660369873,19.27950668334961
16.36383056640625,19.521677017211914,6.477738857269287,6.889777660369873,19.27950668334961
16.157453536987305,19.483715057373047,6.21728515625,6.728611946105957,19.791597366333008
16.088661193847656,19.277664184570312,6.780200958251953,6.527157783508301,18.802017211914062
15.951077461242676,19.057947158813477,6.58696174621582,6.4566473960876465,18.456012725830078
15.96827507019043,19.247817993164062,6.38532018661499,6.572484970092773,18.532133102416992
16.260637283325195,19.226112365722656,6.124865531921387,6.6379570960998535,18.33144760131836
16.398223876953125,19.53534507751465,6.637372016906738,6.6379570960998535,18.393733978271484
16.20044708251953,19.855424880981445,6.469337463378906,6.481830596923828,18.303770065307617
15.933880805969238,19.64927101135254,6.284499168395996,6.4667205810546875,18.698219299316406
15.572721481323242,19.340045928955078,6.116463661193848,6.4717559814453125,18.89198112487793
15.546924591064453,19.340045928955078,5.872814178466797,6.496938228607178,18.573654174804688
15.813495635986328,19.57875633239746,5.713181495666504,6.517083644866943,18.248409271240234
15.632917404174805,19.75232696533203,5.679574489593506,6.35591983795166,18.06156349182129
15.632917404174805,19.75232696533203,5.679574489593506,6.35591983795166,18.06156349182129
15.288958549499512,19.611299514770508,5.561949253082275,6.184682369232178,17.687875747680664
15.366348266601562,19.71436882019043,5.335102081298828,6.189718723297119,18.26224708557129
15.53832721710205,19.280372619628906,5.049443244934082,5.9731550216674805,17.79167938232422
15.589920043945312,19.30207633972168,5.318299770355225,5.862354278564453,18.31760597229004
15.650116920471191,19.318344116210938,5.3267011642456055,6.063809394836426,18.698219299316406
15.684510231018066,19.253246307373047,5.259487152099609,6.00840950012207,18.850461959838867
15.849337577819824,19.79573631286621,5.192272663116455,6.179644584655762,19.00962257385254
15.866687774658203,19.616716384887695,5.175469875335693,6.149428844451904,19.321029663085938
15.875360488891602,19.611299514770508,5.1670684814453125,6.083954334259033,19.923084259033203
15.831987380981445,19.806596755981445,5.293094635009766,6.1343183517456055,19.99919891357422
15.884037971496582,19.936796188354492,5.486334323883057,6.230010509490967,20.06840705871582
15.858013153076172,20.12403106689453,5.654367923736572,6.224973201751709,20.518213272094727
15.823311805725098,20.042621612548828,5.5535478591918945,6.260229587554932,20.497453689575195
15.805961608886719,20.096895217895508,5.4275221824646,6.149428844451904,20.01996421813965
15.424260139465332,19.814685821533203,5.293094635009766,6.129281997680664,20.013044357299805
15.632458686828613,19.624727249145508,5.3267011642456055,6.00840950012207,19.99228286743164
15.884037971496582,19.78211212158203,5.4275221824646,6.033591270446777,20.559734344482422
16.066213607788086,20.08061408996582,5.519941806793213,6.209864616394043,20.78809928894043
16.178987503051758,20.29770278930664,5.545145511627197,6.517083644866943,20.69121551513672
16.205015182495117,20.351974487304688,6.066054344177246,6.481830596923828,20.192968368530273
16.26573944091797,20.3953914642334,6.007242202758789,6.572484970092773,20.428251266479492
16.343814849853516,20.200008392333984,6.057652473449707,6.491901397705078,20.566654205322266
16.26573944091797,20.221717834472656,5.965233325958252,6.517083644866943,20.69121551513672
16.326461791992188,19.92865562438965,5.965233325958252,6.663139343261719,20.69121551513672
16.291763305664062,19.950363159179688,5.931625843048096,6.5976667404174805,19.87464141845703
16.317787170410156,19.955785751342773,5.839206695556641,6.39117431640625,19.72239875793457
16.326461791992188,20.08061408996582,5.822403430938721,6.486865520477295,20.158363342285156
16.37851905822754,20.129459381103516,5.881215572357178,6.658102035522461,21.182546615600586
16.33513832092285,20.037199020385742,6.276096343994141,6.577520370483398,20.52513313293457
